ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
4195,same,Urul,Urul,5,6,5,16,coal,,,,ametic,agadian,,,AGD,,,,
4196,same,Jopu,Jem,4,3,3,10,obsidian,,,,ametic,agadian,,,AGD,,,,
4197,same,Kipu,Kissina,2,2,3,7,obsidian,,,,asite,agadian,,,AGD,,,,
4198,same,Kuaruk,Kuaruk,7,7,6,20,shellfish,,,,ametic,agadian,,,AGD,,,,
4199,same,Fudul,Fai,3,4,3,10,iron,,,,asite,agadian,,,ISH,,,,
4200,same,Hibashul,Hibat,2,3,3,8,obsidian,,,,asite,agadian,,,ISH,,,,
4201,same,Umush,Umush,6,5,8,19,glass,,,,asite,agadian,,,ISH,,,,
4202,same,Upper Aym,Pori,3,3,4,10,fish,,,,asite,sippari,,,SPR,,,,
4203,same,Lower Aym,Eshuti,4,3,2,9,fish,,,,asite,sippari,,,SPR,,,,
4204,same,Treasure Isle,Tuppum,2,3,2,7,gold,,,,asite,sippari,,,SPR,,,,
4205,same,Nerborsippa,Nerborsippa,9,8,7,24,instruments,,,,asite,sippari,,,SPR,,,,
4206,same,Kalum,Dertum,4,3,3,10,tropical_wood,,,,asite,sippari,,,SPR,,,,
4207,same,Elot,Elot,5,5,5,15,slaves,,,,asite,sippari,,,SPR,,,,
4208,same,Mgozi,Mgozi,6,7,6,19,slaves,,,,asite,ekweni,,,TBZ,,,,
4209,same,Ulung,Ulung,5,6,7,18,chofo,,,,asite,ekweni,,,TBZ,,,,
4210,same,iKhanango,iKhanango,7,7,8,22,tropical_wood,,,,asite,ekweni,,,ITK,,,,
4211,same,aBwamu,eThekegwenya,4,4,3,11,chofo,,,,asite,ekweni,,,ITK,,,,
4212,same,Lundlilu,Eziphezweni,3,2,2,7,tropical_wood,,,,asite,ekweni,,,KWO,,,,
4213,same,Empagolata,Empagolata,6,7,5,18,instruments,,,,asite,ekweni,,,KWO,,,,
4214,same,Kwama,Kwama,9,9,9,27,instruments,,,,asite,ekweni,,,KWO,,,,
4215,same,aNdonka,iNdondaku,4,3,3,10,tropical_wood,,,,ashadu,ekweni,,,KWO,,,,
4216,same,Thakawini,Hlusatheru,3,2,2,7,chofo,,,,asite,ekweni,,,NGX,,,,
4217,same,Lonumu,Lonumu,7,8,8,23,tropical_wood,,,,asite,ekweni,,,NGX,,,,
4218,same,aThek,iThekhlodlini,4,3,3,10,chofo,,,,asite,ekweni,,,NGX,,,,
4219,same,Qunta,Qunta,7,7,7,21,tropical_wood,,,,asite,ekweni,,,TBZ,,,,
4220,same,Mgondi,Mgondi,11,10,10,31,cloth,,,,asite,ekweni,,,TBZ,,,,
4221,same,Zukwadusu,Ulubama,4,3,3,10,chofo,,,,asite,ekweni,,,TBZ,,,,
4222,same,aGwenu,Nondogwenu,2,2,2,6,chofo,,,,asite,ekweni,,,ITK,,,,
4223,same,Ndaku,Ndaku,6,5,9,20,tropical_wood,,,,asite,ekweni,,,KWO,,,,
4224,same,Ezweratundi,Asewayo,2,3,2,7,chofo,,,,asite,ekweni,,,NGX,,,,
4225,same,Sasum,Harasum,4,5,4,13,grain,,,,asite,shamyrian,,,AKU,,,,
4226,same,An,Antub,3,4,7,14,grain,,,,asite,shamyrian,,,AKU,,,,
4227,same,Tumlib,Tumuqum,5,4,4,13,grain,,,,asite,shamyrian,,,SHY,,,,
4228,same,Karlip,Karlip,6,7,6,19,instruments,,,,asite,shamyrian,,,SHY,,,,
4229,same,Hittas,Hittas,8,7,8,23,grain,,,,asite,shamyrian,,,SHY,,,,
4230,same,Ko-Shamu,Ko-Shamu,12,11,11,34,paper,,,,asite,shamyrian,,,SHY,,,,
4231,same,Mashkan,Mashkan,13,10,9,32,cloth,,,,asite,mashkud,,,MSH,,,,
4232,same,Eslip,Eshnun,3,3,3,9,tropical_wood,,,,asite,mashkud,,,MSH,,,,
4233,same,Shapan,Ko-Shapir,2,2,3,7,tropical_wood,,,,asite,mashkud,,,SHY,,,,
4234,same,Dupir,Shadup,4,3,2,9,chofo,,,,asite,shamyrian,,,SHY,,,,
4235,same,Malgi,Malgi,7,8,7,22,blue_copper,,,,asite,shamyrian,,,SHY,,,,
4236,same,Umluk,Qumium,4,3,3,10,chofo,,,,asite,shamyrian,,,AKU,,,,
4237,same,Nerigalzu,Nerigalzu,8,9,8,25,copper,,,,asite,uru,,,AKU,,,,
4238,same,Durshnunna,Durshnunna,11,11,14,36,paper,,,,asite,uru,,,AKU,,,,
4239,same,Eylon,Eylon,7,8,9,24,magic_goods,,,,asite,uru,,,MGU,,,,
4240,same,Mappun,Ko-Mappa,4,3,3,10,tropical_wood,,,,asite,uru,,,MGU,,,,
4241,same,Treehollow,Treehollow,7,9,5,21,beer,,,,ator,torvarik,,,AKU,,,,
4242,same,Jacek,Piotracjek,3,2,2,7,tropical_wood,,,,asite,torvarik,,,SHY,,,,
4243,same,Elder's Rock,Elder's Rock,6,5,5,16,stone,,,,ator,torvarik,,,EDR,,,,
4244,same,Kavice,Prost,3,2,2,7,yv,,,,ator,torvarik,,,KVC,,,,
4245,same,Bron,Vysnec,2,1,1,4,gems,,,,ator,torvarik,,,BR0,,,,
4246,same,Atonis,Moshke-Aval,2,2,2,6,grain,,,,asite,mashkud,,,MSH,,,,
4247,same,Tridelon,Ka-Tridu,3,2,2,7,grain,,,,asite,mashkud,,,MSH,,,,
4248,same,Askon,Askon,6,6,8,20,tropical_wood,,,,asite,mashkud,,,KUD,,,,
4249,same,Ralon,Ralon,7,7,9,23,naval_supplies,,,,asite,mashkud,,,KUD,,,,
4250,same,Urube,Waitamoi,3,3,2,8,tropical_wood,,,,ator,caiman,,,CAI,,,,
4251,same,Potikama,Potikama,7,7,6,20,chofo,,,,asite,caiman,,,CAI,,,,
4252,same,Natjeri,Iguatanacoa,4,3,3,10,chofo,,,,asite,caiman,,,TRY,,,,
4253,same,Wood Forge,Wood Forge,9,12,8,29,fireiron,,,,ator,caiman,,,CAI,,,,
4254,same,Caimacan,Caimacan,14,13,15,42,silk,,,,asite,caiman,,,CAI,,,,
4255,same,Caiwood,Caiz,3,3,3,9,chofo,,,,ator,torvarik,,,RAD,,,,
4256,same,Kazu,Kazagaru,2,2,2,6,chofo,,,,asite,mashkud,,,KUD,,,,
4257,same,Kaliptu,Kaliptum,3,2,2,7,chofo,,,,asite,mashkud,,,MSH,,,,
4258,same,Yabil,Yabil,3,5,4,12,tropical_wood,,,,asite,mashkud,,,MSH,,,,
4259,same,Temino,Monito,4,3,3,10,chofo,,,,ator,waikaram,,,TRY,,,,
4260,same,Jascay,Arrayray,2,4,5,11,tropical_wood,,,,ator,waikaram,,,TRY,,,,
4261,same,Waitiri,Waitiri,7,8,7,22,fish,,,,ator,waikaram,,,WAI,,,,
4262,same,Atacaz,Tipinin,4,5,4,13,shellfish,,,,ator,waikaram,,,WAI,,,,
4263,same,Kaijara,Kaijara,6,9,9,24,chofo,,,,ator,waikaram,,,JUA,,,,
4264,same,Juiro,Iguano,3,3,3,9,chofo,,,,ator,waikaram,,,JUA,,,,
4265,same,Jeritomo,Jeritomo,10,9,9,28,chofo,,,,ator,juatchac,,,JUA,,,,
4266,same,Juar,Juar,12,13,11,36,silk,,,,ator,juatchac,,,JUA,,,,
4267,same,Caeb,Caeb,6,6,6,18,chofo,,,,ator,waikaram,,,JUA,,,,
4268,same,Yper,Yper,8,6,5,19,tropical_wood,,,,ator,waikaram,,,WAI,,,,
4269,same,Agymo,Agymo,6,8,5,19,chofo,,,,ator,waikaram,,,WAI,,,,
4270,same,Chari,Tem,2,2,2,6,chofo,,,,ator,waikaram,,,TRY,,,,
4271,same,Hellwood,Embe,2,2,6,10,tropical_wood,,,,ator,caiman,,,WAI,,,,
4272,same,Amoara,Amoara,7,6,4,17,tropical_wood,,,,ator,caiman,,,CAI,,,,
4273,same,Jofi Mountains,Ara,1,1,1,3,iron,,,,ator,caiman,,,CAI,,,,
4274,same,Bloom,Bloom,8,9,6,23,dyes,,,,asite,torvarik,,,RAD,,,,
4275,same,Hranad,Hranad,5,4,5,14,tropical_wood,,,,asite,torvarik,,,RAD,,,,
4276,same,Wooden Heights,Zlirova,2,3,2,7,tropical_wood,,,,asite,torvarik,,,RAD,,,,
4277,same,Aymobe,Temi,2,2,2,6,iron,,,,ator,caiman,,,CAI,,,,
4278,same,Vinyano,Icosa,2,2,2,6,gold,,,,ator,caiman,,,JUA,,,,
4279,same,Tartaray,Tartaray,3,4,2,9,stone,,,,ator,juatchac,,,JUA,,,,
4280,same,Astersti,Astersti,7,6,5,18,iron,,,,ator,juatchac,,,KA1,,,,
4281,same,Kokaqua,Waiaja,2,3,2,7,blue_copper,,,,ator,juatchac,,,KA1,,,,
4282,same,Ajaput,Der Goju,4,2,2,8,blue_copper,,,,ojal,gohair,,,MNG,,,,
4283,same,Senaput,Murinagar,3,4,3,10,gold,,,,ojal,gohair,,,MNG,,,,
4284,same,Kilheput,Samhyatab,2,2,1,5,fireiron,,,,ojal,gohair,,,KSN,,,,
4285,same,Shikar,Shikar,6,6,6,18,marble,,,,ojal,gohair,,,KSN,,,,
4286,same,Kenawal,Kenawal,5,8,6,19,tea,,,,ojal,gohair,,,KSN,,,,
4287,same,Khasaq,Khasaq,10,7,13,30,cloth,,,,ojal,gohair,,,KSN,,,,
4288,same,Safaput,Tanzaff,3,4,3,10,tropical_wood,,,,ojal,gohair,,,BHD,,,,
4289,same,Raimya,Der Attoc,3,2,2,7,ivory,,,,ojal,gohair,,,MNG,,,,
4290,same,Hadash,Gojihari,2,1,2,5,tropical_wood,,,,ojal,gohair,,,SKR,,,,
4291,same,Tupin,Pichatac,1,2,1,4,tropical_wood,,,,ator,juatchac,,,KA1,,,,
4292,same,Kaipina,Kaipina,7,7,8,22,spices,,,,ator,juatchac,,,KA1,,,,
4293,same,Astebe,Be,4,3,3,10,chofo,,,,ator,juatchac,,,JUA,,,,
4294,same,Kaapo,Kaapo,6,9,9,24,dyes,,,,ator,juatchac,,,KA1,,,,
4295,same,Chinoput,Jheluwn,3,2,2,7,tropical_wood,,,,ojal,taloch,,,SKR,,,,
4296,same,Shikarpud,Shikarpud,7,7,7,21,spices,,,,ojal,taloch,,,SKR,,,,
4297,same,Mukhalt,Mukhalt,9,8,9,26,red_sugar,,,,ojal,taloch,,,BHD,,,,
4298,same,Sasuput,Ferzoz,3,4,6,13,spices,,,,ojal,taloch,,,BHD,,,,
4299,same,Mirshera,Mirshera,10,12,11,33,cloth,,,,ojal,taloch,,,BHD,,,,
4300,same,Khukot,Khukot,9,8,8,25,sugar,,,,ojal,taloch,,,BHD,,,,
4301,same,Balput,Mianbaldra,4,5,4,13,red_sugar,,,,ojal,taloch,,,TJA,,,,
4302,same,Charsak,Charsak,7,9,8,24,spices,,,,ojal,taloch,,,TJA,,,,
4303,same,Thattalput,Taxim,5,5,5,15,tropical_wood,,,,ojal,taloch,,,TJA,,,,
4304,same,Minfiz,Gwadin,3,4,3,10,ivory,,,,ojal,taloch,,,TJA,,,,
4305,same,Bhadhral,Bhadhral,12,12,11,35,spices,,,,ojal,taloch,,,BHD,,,,
4306,same,Tajput,Der Sudri,5,3,3,11,spices,,,,ojal,taloch,,,BHD,,,,
4307,same,Mulwar,Mulwar,13,13,13,39,silk,,,,ojal,ahjut,,,BHD,,,,
4308,same,Abbotopul,Rawaho,4,4,4,12,ivory,,,,ojal,ahjut,,,JUN,,,,
4309,same,Sarput,Sarhim,5,3,6,14,spices,,,,ojal,ahjut,,,JUN,,,,
4310,same,Sheikan,Sheikan,8,8,7,23,red_sugar,,,,ojal,ahjut,,,AHJ,,,,
4311,same,Raput,Ratwal,4,3,4,11,chofo,,,,ojal,ahjut,,,AHJ,,,,
4312,same,Kanotabad,Kanotabad,14,11,10,35,ivory,,,,ojal,ahjut,,,AHJ,,,,
4313,same,Jotri,Pindi,4,4,4,12,chofo,,,,ojal,ahjut,,,AHJ,,,,
4314,same,Isle of Wind,Zloti,1,2,1,4,glass,,,,ator,torvarik,,,TVS,,,,
4315,same,Chodni,Sumtrov,2,3,2,7,chofo,,,,ator,torvarik,,,TVS,,,,
4316,same,Kotoput,Jachi,3,2,2,7,spices,,,,ojal,gohair,,,BHD,,,,
4317,same,Jalash,Multarad,4,3,2,9,chofo,,,,ojal,gohair,,,KSN,,,,
4318,same,Rozni,Roznske,3,3,2,8,chofo,,,,ator,torvarik,,,TVS,,,,
4319,same,Tarbots,Hrabrodcin,4,3,3,10,ivory,,,,ator,torvarik,,,TVS,,,,
4320,same,Sengarh,Okasur,2,2,2,6,ivory,,,,ojal,ahjut,,,JUN,,,,
4321,same,Valass,Valass,6,7,9,22,fireiron,,,,ator,torvarik,,,TVS,,,,
4322,same,Hearthwood,Hearthwood,8,7,7,22,coal,,,,ator,torvarik,,,TVS,,,,
4323,same,Asti,Krodecsky,3,3,3,9,obsidian,,,,ator,torvarik,,,TVS,,,,
4324,same,Berochod,Berochod,2,8,6,16,obsidian,,,,ator,torvarik,,,KOR,,,,
4325,same,Jar nav Blz,Melnov,4,4,3,11,tropical_wood,,,,ator,torvarik,,,KOR,,,,
4326,same,Gratuk,Martar,3,2,2,7,chofo,,,,asite,uru,,,MGU,,,,
4327,same,Malspa,Malspa,7,7,6,20,grain,,,,asite,uru,,,MGU,,,,
4328,same,Agium,Agium,10,12,9,31,art,,,,asite,uru,,,MGU,,,,
4329,same,Topis,Topis,7,8,7,22,cloth,,,,asite,uru,,,MGU,,,,
4330,same,Farsu Ve,Onu,4,4,3,11,chofo,,,,asite,uru,,,MGU,,,,
4331,same,Kornocany,Kornocany,6,6,8,20,crystal,,,,ator,torvarik,,,KOR,,,,
4332,same,Atovice,Atovice,6,6,4,16,iron,,,,ator,torvarik,,,KOR,,,,
4333,same,Sulcek,Perslantal,4,3,4,11,copper,,,,ator,torvarik,,,SCK,,,,
4334,same,Bird Pass,Ceskslav,2,1,1,4,gems,,,,ator,torvarik,,,KOR,,,,
4335,same,Hrankovic,Hrankovic,4,5,5,14,obsidian,,,,ator,torvarik,,,KOR,,,,
4336,same,Brat nav Tot,Bilits,3,2,2,7,obsidian,,,,ator,torvarik,,,KOR,,,,
4337,same,Kingfisher Island,Buo Nec,2,3,2,7,fish,,,,bharatvadu,bo_vao,,,VIE,,,,
4338,same,Longnoi,Longnoi,11,12,11,34,rice,,,,bharatvadu,bo_vao,,,VIE,,,,
4339,same,Phin Menh,Hagian,5,5,6,16,rice,,,,bharatvadu,bo_vao,,,VIE,,,,
4340,same,Qui Ca,Qui Ca,16,14,14,44,paper,,,,bharatvadu,kinh_vao,,,VIE,,,,
4341,same,Buo Phong,Buo Phong,11,12,11,34,rice,,,,bharatvadu,kinh_vao,,,VIE,,,,
4342,same,Dien Thao,Dien Thao,10,12,9,31,cloth,,,,bharatvadu,kinh_vao,,,VIE,,,,
4343,same,Xuye Minh,Xuye Minh,8,9,8,25,rice,,,,bharatvadu,kinh_vao,,,VIE,,,,
4344,same,Song Noi,Trang La,4,4,4,12,rice,,,,bharatvadu,kinh_vao,,,VIE,,,,
4345,same,Thonang,Lonchuk,3,5,5,13,rice,,,,bharatvadu,kinh_vao,,,CHH,,,,
4346,same,Phin Cah,Canang,4,5,5,14,tropical_wood,,,,bharatvadu,muonh,,,CHH,,,,
4347,same,Danui,Danui,9,9,9,27,rice,,,,bharatvadu,bo_vao,,,QUV,,,,
4348,same,Chi Binh,Chi Binh,12,11,11,34,fruit,,,,bharatvadu,muonh,,,CHH,,,,
4349,same,Sobei,Buo Khaghia,5,5,6,16,shellfish,,,,bharatvadu,muonh,,,TNA,,,,
4350,same,Gicabao,Gicabao,8,7,7,22,rice,,,,bharatvadu,muonh,,,AHU,,,,
4351,same,Dian,Dian,7,7,7,21,shellfish,,,,bharatvadu,nam,,,BNH,,,,
4352,same,Binh Hoc,Binh Hoc,11,13,12,36,silk,,,,bharatvadu,nam,,,BNH,,,,
4353,same,Hung Bao,Hung Bao,14,13,13,40,silk,,,,bharatvadu,nam,,,HNM,,,,
4354,same,Phin Linh,Buo Linh,5,6,6,17,tropical_wood,,,,bharatvadu,nam,,,HNM,,,,
4355,same,Ha Giang,Ngan Loa,4,4,4,12,rice,,,,bharatvadu,nam,,,HNM,,,,
4356,same,Kampung At,Ankor Rung,5,5,6,16,shellfish,,,,bharatvadu,phoan,,,SUP,,,,
4357,same,Odanouk,Isavarang,3,3,4,10,tropical_wood,,,,bharatvadu,phoan,,,SUP,,,,
4358,same,Bac Lao,Songloa,3,2,5,10,tropical_wood,,,,bharatvadu,nam,,,HNM,,,,
4359,same,Lingahear,Lingahear,8,9,8,25,rice,,,,bharatvadu,phoan,,,SUP,,,,
4360,same,Bhavasvay,Bhavasvay,12,11,11,34,magic_goods,,,,bharatvadu,phoan,,,SUP,,,,
4361,same,Kampung Veng,Jaysorei,6,4,3,13,iron,,,,bharatvadu,phoan,,,SUP,,,,
4362,same,Phin Cao,Buo Cao,3,2,2,7,coal,,,,bharatvadu,nam,,,DOK,,,,
4363,same,Dong Ki,Dong Ki,8,7,7,22,naval_supplies,,,,bharatvadu,nam,,,DOK,,,,
4364,same,Treng Na,Treng Na,11,11,11,33,cloth,,,,bharatvadu,nam,,,BNH,,,,
4365,same,Anhua,Anhua,13,12,12,37,springwater,,,,bharatvadu,muonh,,,AHU,,,,
4366,same,Langso,Tay Minh,5,4,4,13,copper,,,,bharatvadu,nam,,,YEC,,,,
4367,same,Yen Bi,Soc Thao,4,4,4,12,iron,,,,bharatvadu,nam,,,YEC,,,,
4368,same,Thuan Na,Thuan Na,7,6,6,19,jade,,,,bharatvadu,muonh,,,TNA,,,,
4369,same,Tuy Ngu,Trang Si,3,3,3,9,tropical_wood,,,,bharatvadu,muonh,,,CHH,,,,
4370,same,Quan Nai,Yen Quan,3,2,2,7,tropical_wood,,,,bharatvadu,muonh,,,QUC,,,,
4371,same,Phin Ong,Phinong,2,2,2,6,gold,,,,bharatvadu,muonh,,,QUC,,,,
4372,same,Bin Duomg,Bei La,2,3,2,7,tropical_wood,,,,bharatvadu,kinh_vao,,,VIE,,,,
4373,same,Buo Bang,Buo Bang,7,8,7,22,rice,,,,bharatvadu,kinh_vao,,,VIE,,,,
4374,same,Lak Tri,La Ngi,3,3,5,11,beer,,,,bharatvadu,kinh_vao,,,VIE,,,,
4375,same,Yen Bin,Yen Bin,8,8,13,29,cloth,,,,bharatvadu,kinh_vao,,,VIE,,,,
4376,same,Phin Ton,Thai Pha,5,4,5,14,sugar,,,,bharatvadu,kinh_vao,,,VIE,,,,
4377,same,Pheibin,Pho Bin,6,6,5,17,tropical_wood,,,,bharatvadu,bo_vao,,,VIE,,,,
4378,same,Vung Tao,Yen La,4,5,4,13,sugar,,,,bharatvadu,bo_vao,,,QUV,,,,
4379,same,Trabao,Trabao,8,8,7,23,rice,,,,bharatvadu,bo_vao,,,QUV,,,,
4380,same,Quanglo,Quanglo,13,12,13,38,spices,,,,bharatvadu,bo_vao,,,QUV,,,,
4381,same,Sukotab,Sukotab,9,9,13,31,cloth,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4382,same,Vienmarat,Vienmarat,13,14,15,42,ships,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4383,same,Nakham,Nakham,8,8,8,24,rice,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4384,same,Chainag,Chainag,11,10,13,34,rice,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4385,same,Phitsum,Phitsum,12,12,11,35,cloth,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4386,same,Nonkok,Makhon Pre,5,6,7,18,ivory,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4387,same,Kampung Bang,Chatur Rung,4,3,3,10,copper,,,,bharatvadu,phoan,,,REP,,,,
4388,same,Chonttani,Chianpang,3,3,3,9,stone,,,,bharatvadu,lang_tai,,,SAW,,,,
4389,same,Rayburi,Saluthai,2,2,2,6,iron,,,,bharatvadu,lang_tai,,,LGT,,,,
4390,same,Narkha,Makhon Lamp,2,1,2,5,gold,,,,bharatvadu,lang_tai,,,LGT,,,,
4391,same,Rasikhat,Sisatch,1,1,1,3,coal,,,,bharatvadu,lang_tai,,,LGT,,,,
4392,same,Sawan,Sawan,5,5,6,16,iron,,,,bharatvadu,lang_tai,,,LUO,,,,
4393,same,Xi Nang,Phin La,3,4,3,10,rice,,,,bharatvadu,kinh_vao,,,VIE,,,,
4394,same,Phin Chi,Bao Chi,3,4,4,11,tropical_wood,,,,bharatvadu,bo_vao,,,VIE,,,,
4395,same,Xi Nga,Tungyen,4,4,4,12,herbs,,,,bharatvadu,bo_vao,,,XIE,,,,
4396,same,Xi Logye,Vi Lao,2,3,3,8,herbs,,,,bharatvadu,bo_vao,,,QUV,,,,
4397,same,Roisong,Mahkon Phit,4,4,3,11,tropical_wood,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4398,same,Sisthamai,Makhon Prae,5,5,4,14,tropical_wood,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4399,same,Thap An,Trung Nam,3,3,2,8,rice,,,,bharatvadu,bo_vao,,,XIE,,,,
4400,same,Ca Minh,Bei Bao,4,3,2,9,rice,,,,bharatvadu,bo_vao,,,XIE,,,,
4401,same,Samuttaya,Thawau,4,3,3,10,iron,,,,bharatvadu,lang_tai,,,LUO,,,,
4402,same,Ayuphai,Ayuphai,8,9,8,25,silk,,,,bharatvadu,lang_tai,,,LGT,,,,
4403,same,Khansur,Khansur,7,7,11,25,tropical_wood,,,,bharatvadu,lang_tai,,,LGT,,,,
4404,same,Kaenlau,Thuyawaii,4,4,5,13,tropical_wood,,,,bharatvadu,lang_tai,,,SAW,,,,
4405,same,Sawathayya,Sawathayya,12,11,11,34,cloth,,,,bharatvadu,lang_tai,,,SAW,,,,
4406,same,Yalburi,Krung,4,5,5,14,copper,,,,bharatvadu,lang_tai,,,SAW,,,,
4407,same,Matung,Nonthahat,3,3,3,9,tropical_wood,,,,bharatvadu,lang_tai,,,BGL,,,,
4408,same,Paksurasak,Paksurasak,7,9,8,24,spices,,,,bharatvadu,phit_lou,,,BGL,,,,
4409,same,Udonmai,Udonmai,10,8,9,27,dyes,,,,bharatvadu,phit_lou,,,PHI,,,,
4410,same,Luong That,Luong That,13,12,12,37,spices,,,,bharatvadu,phit_lou,,,LUO,,,,
4411,same,Songrang,Songrang,3,8,8,19,tropical_wood,,,,bharatvadu,phit_lou,,,PHI,,,,
4412,same,Ammarat,Ammarat,8,8,9,25,dyes,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4413,same,Nakhphum,Thabei,4,5,4,13,rice,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4414,same,Luong Prey,Luong Prey,11,10,9,30,rice,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4415,same,Lrabi,Luong Udon,4,5,5,14,ivory,,,,bharatvadu,rat_lou,,,KHC,,,,
4416,same,Phitsung,Phitsung,11,11,7,29,springwater,,,,bharatvadu,phit_lou,,,KHC,,,,
4417,same,Ngochit,Phuthai,5,5,4,14,naval_supplies,,,,bharatvadu,phit_lou,,,PHI,,,,
4418,same,Luong Ko,Luong Ko,8,9,8,25,rice,,,,bharatvadu,phit_lou,,,PHI,,,,
4419,same,Banglei,Banglei,13,14,14,41,silk,,,,bharatvadu,phit_lou,,,BGL,,,,
4420,same,Amnaphum,Kochaburi,6,6,4,16,ivory,,,,bharatvadu,lang_tai,,,BGL,,,,
4421,same,Thailam,Luong Yalak,4,4,4,12,tea,,,,bharatvadu,lang_tai,,,LPH,,,,
4422,same,Langkok,Langkok,6,12,11,29,tea,,,,bharatvadu,lang_tai,,,LPH,,,,
4423,same,Thong,Chaparsak,4,4,2,10,iron,,,,bharatvadu,banglan,,,LPH,,,,
4424,same,Charang,Luong Ratchat,3,2,2,7,blue_copper,,,,bharatvadu,banglan,,,LPH,,,,
4425,same,Phatteng,Phrayu,2,2,2,6,copper,,,,bharatvadu,banglan,,,LPH,,,,
4426,same,Yasung,Trathaya,2,1,1,4,iron,,,,bharatvadu,banglan,,,YUJ,,,,
4427,same,Muanpura,Muanpura,7,7,7,21,wool,,,,bharatvadu,khmon,,,KHM,,,,
4428,same,Meansam,Svayapura,6,4,5,15,rice,,,,bharatvadu,khmon,,,KHM,,,,
4429,same,Kampung Yas,Yasowat,3,3,2,8,rice,,,,bharatvadu,khmon,,,KHM,,,,
4430,same,Sihanchey,Dharapat,4,3,4,11,rice,,,,bharatvadu,pret_run,,,KHM,,,,
4431,same,Viheri,Vimalin,2,2,3,7,iron,,,,bharatvadu,pret_run,,,MUA,,,,
4432,same,Svayhad,Svayhad,7,8,9,24,rice,,,,bharatvadu,phoan,,,REP,,,,
4433,same,Koh Pail,Raja Rung,4,4,3,11,tropical_wood,,,,bharatvadu,phoan,,,REP,,,,
4434,same,Phno Rep,Phno Rep,10,10,10,30,springwater,,,,bharatvadu,phoan,,,REP,,,,
4435,same,Bataphoan,Bataphoan,10,12,11,33,fruit,,,,bharatvadu,phoan,,,REP,,,,
4436,same,Kampung Poi,Poibang,5,6,5,16,fruit,,,,bharatvadu,phoan,,,REP,,,,
4437,same,Kho Khim,Te Khimo,5,5,5,15,ivory,,,,bharatvadu,pret_run,,,REP,,,,
4438,same,Svaysat,Te Samra,6,6,5,17,ivory,,,,bharatvadu,pret_run,,,MUA,,,,
4439,same,Muang Rung,Muang Rung,12,12,12,36,silk,,,,bharatvadu,pret_run,,,MUA,,,,
4440,same,Pretchetabri,Pretchetabri,9,8,8,25,shellfish,,,,bharatvadu,pret_run,,,SIK,,,,
4441,same,Krat,Pre Bun,5,5,5,15,rice,,,,bharatvadu,pret_run,,,SIK,,,,
4442,same,Chait,Chait,11,6,8,25,rice,,,,bharatvadu,khmon,,,SIK,,,,
4443,same,Kampur Pur,Purang,6,6,8,20,silk,,,,bharatvadu,khmon,,,SIK,,,,
4444,same,Sihanste,Sihanste,5,8,9,22,fruit,,,,bharatvadu,khmon,,,SIK,,,,
4445,same,Este Dvir,Dvirad Rung,5,5,5,15,tropical_wood,,,,bharatvadu,kapo,,,SIK,,,,
4446,same,Chboun,Chboun,8,8,8,24,rice,,,,bharatvadu,kapo,,,SIK,,,,
4447,same,Este Vilum,Svachhan,7,7,7,21,rice,,,,bharatvadu,kapo,,,SIK,,,,
4448,same,Kampong,Kampong,15,14,14,43,paper,,,,bharatvadu,kapo,,,SIK,,,,
4449,same,Este Prang,Preycham,5,6,6,17,shellfish,,,,bharatvadu,kapo,,,SIK,,,,
4450,same,Kamlung,Kamlung,12,12,15,39,magic_goods,,,,bharatvadu,kapo,,,SIK,,,,
4451,same,Buenthai,Bangsah,6,4,4,14,rice,,,,bharatvadu,khuchang_lou,,,KHC,,,,
4452,same,Chalas,Phichng,4,4,4,12,slaves,,,,bharatvadu,nongthai,,,SHO,,,,
4453,same,Nong-Suk,Nong-Suk,8,8,9,25,slaves,,,,bharatvadu,nongthai,,,SHO,,,,
4454,same,Maeson,Maeson,7,8,7,22,rice,,,,bharatvadu,nongthai,,,SHO,,,,
4455,same,Chagow,Chagow,8,9,9,26,cloth,,,,conhayna,guanglo,,,GUA,,,,
4456,same,Foshomen,Foshomen,11,10,14,35,naval_supplies,,,,conhayna,guanglo,,,GUA,,,,
4457,same,Guango,Lecho,4,5,5,14,naval_supplies,,,,conhayna,guanglo,,,GUA,,,,
4458,same,Heshuyang,Heshuyang,12,12,11,35,spices,,,,conhayna,guanglo,,,GUA,,,,
